,waktu,id,username,teks,text,WordToken,SentToken,WordLemma
4553,2021-10-05 8:58:00,1445312303168061440,Nayli Afrina 🍇,akuu tk tahu lah kakmir nii kenapaaa  stress pasal sinovac agaknya  ,akuu tk tahu lah kakmir nii kenapaaa  stress pasal sinovac agaknya  ,"['akuu', 'tk', 'tahu', 'lah', 'kakmir', 'nii', 'kenapaaa', 'stress', 'pasal', 'sinovac', 'agaknya']",['akuu tk tahu lah kakmir nii kenapaaa  stress pasal sinovac agaknya'],"['akuu', 'tk', 'tahu', 'lah', 'kakmir', 'nii', 'kenapaaa', 'stress', 'pasal', 'sinovac', 'agaknya']"
4554,2021-10-05 8:57:57,1445312291444977665,نورحبىبة مزلن,  dah kenapa yang dapat sinovac nak sentap tak masuk dalam result kajian o   o tu kat uk uk guna pfizer dan axe2x80xa6,  dah kenapa yang dapat sinovac nak sentap tak masuk dalam result kajian o   o tu kat uk uk guna pfizer dan axe2x80xa6,"['dah', 'kenapa', 'yang', 'dapat', 'sinovac', 'nak', 'sentap', 'tak', 'masuk', 'dalam', 'result', 'kajian', 'o', 'o', 'tu', 'kat', 'uk', 'uk', 'guna', 'pfizer', 'dan', 'axe2x80xa6']",['  dah kenapa yang dapat sinovac nak sentap tak masuk dalam result kajian o   o tu kat uk uk guna pfizer dan axe2x80xa6'],"['dah', 'kenapa', 'yang', 'dapat', 'sinovac', 'nak', 'sentap', 'tak', 'masuk', 'dalam', 'result', 'kajian', 'o', 'o', 'tu', 'kat', 'uk', 'uk', 'guna', 'pfizer', 'dan', 'axe2x80xa6']"
4555,2021-10-05 8:57:27,1445312167377473539,Emak2 pecinta pete,     besan sudah 4 bln ini belum pulih kipi sinovac,     besan sudah 4 bln ini belum pulih kipi sinovac,"['besan', 'sudah', '4', 'bln', 'ini', 'belum', 'pulih', 'kipi', 'sinovac']",['     besan sudah 4 bln ini belum pulih kipi sinovac'],"['besan', 'sudah', '4', 'bln', 'ini', 'belum', 'pulih', 'kipi', 'sinovac']"
4556,2021-10-05 8:53:17,1445311115513118720,Ardhia Pramesti,  ada di preston kak sekarang vaksin dosis 12 sinovacastra bisaaaa,  ada di preston kak sekarang vaksin dosis 12 sinovacastra bisaaaa,"['ada', 'di', 'preston', 'kak', 'sekarang', 'vaksin', 'dosis', '12', 'sinovacastra', 'bisaaaa']",['  ada di preston kak sekarang vaksin dosis 12 sinovacastra bisaaaa'],"['ada', 'di', 'preston', 'kak', 'sekarang', 'vaksin', 'dosis', '12', 'sinovacastra', 'bisaaaa']"
4557,2021-10-05 8:52:02,1445310801624010752,𝒶𝓃𝓃’,bila bagitau yang aku ni dapat vaccine sinovac dengan az ni pakat macam eh dapat dua dua ka ,bila bagitau yang aku ni dapat vaccine sinovac dengan az ni pakat macam eh dapat dua dua ka ,"['bila', 'bagitau', 'yang', 'aku', 'ni', 'dapat', 'vaccine', 'sinovac', 'dengan', 'az', 'ni', 'pakat', 'macam', 'eh', 'dapat', 'dua', 'dua', 'ka']",['bila bagitau yang aku ni dapat vaccine sinovac dengan az ni pakat macam eh dapat dua dua ka'],"['bila', 'bagitau', 'yang', 'aku', 'ni', 'dapat', 'vaccine', 'sinovac', 'dengan', 'az', 'ni', 'pakat', 'macam', 'eh', 'dapat', 'dua', 'dua', 'ka']"
4558,2021-10-05 8:51:21,1445310630785810436,Ardhia Pramesti,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4559,2021-10-05 8:47:29,1445309657082261505,Today is lisa's day, wkwkwk lisa pke vaksin sinovac keknya jdi gk bsa terbang keluar negeri, wkwkwk lisa pke vaksin sinovac keknya jdi gk bsa terbang keluar negeri,"['wkwkwk', 'lisa', 'pke', 'vaksin', 'sinovac', 'keknya', 'jdi', 'gk', 'bsa', 'terbang', 'keluar', 'negeri']",[' wkwkwk lisa pke vaksin sinovac keknya jdi gk bsa terbang keluar negeri'],"['wkwkwk', 'lisa', 'pke', 'vaksin', 'sinovac', 'keknya', 'jdi', 'gk', 'bsa', 'terbang', 'keluar', 'negeri']"
4560,2021-10-05 8:46:39,1445309447174176773,KPU Kabupaten Sigi,   vaksinasi covid19 dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpuxe2x80xa6,   vaksinasi covid19 dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpuxe2x80xa6,"['vaksinasi', 'covid19', 'dosis', 'kedua', 'kembali', 'dilaksanakan', 'bagi', 'keluarga', 'pegawai', 'di', 'lingkungan', 'sekretariat', 'jenderal', 'kpuxe2x80xa6']",['   vaksinasi covid19 dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpuxe2x80xa6'],"['vaksinasi', 'covid19', 'dosis', 'kedua', 'kembali', 'dilaksanakan', 'bagi', 'keluarga', 'pegawai', 'di', 'lingkungan', 'sekretariat', 'jenderal', 'kpuxe2x80xa6']"
4561,2021-10-05 8:44:56,1445309014108082178,humaspolsektabanan,ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6 ,ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6 ,"['ayo', 'hadiri', 'gerai', 'vaksin', 'tni', 'polri', 'yang', 'akan', 'dilaksanakan', 'pada', 'hari', 'rabu', 'tanggal', '06', 'oktober', '2021', 'jam', '0900', '12xe2x80xa6']",['ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6'],"['ayo', 'hadiri', 'gerai', 'vaksin', 'tni', 'polri', 'yang', 'akan', 'dilaksanakan', 'pada', 'hari', 'rabu', 'tanggal', '06', 'oktober', '2021', 'jam', '0900', '12xe2x80xa6']"
4562,2021-10-05 8:44:49,1445308985981108228,Chucky 🐝,     sekarang ni saya nak 2nd dose sinovac tak dapat2 dah 2 bxe2x80xa6 ,     sekarang ni saya nak 2nd dose sinovac tak dapat2 dah 2 bxe2x80xa6 ,"['sekarang', 'ni', 'saya', 'nak', '2nd', 'dose', 'sinovac', 'tak', 'dapat2', 'dah', '2', 'bxe2x80xa6']",['     sekarang ni saya nak 2nd dose sinovac tak dapat2 dah 2 bxe2x80xa6'],"['sekarang', 'ni', 'saya', 'nak', '2nd', 'dose', 'sinovac', 'tak', 'dapat2', 'dah', '2', 'bxe2x80xa6']"
4563,2021-10-05 8:44:37,1445308936366616579,Polsek Depok Timur,bhabinkamtibmas kalurahan maguwoharjo melakukan sambang pantau pelaksanaan vaksin tahap ii sinovac warga padukuhanxe2x80xa6 ,bhabinkamtibmas kalurahan maguwoharjo melakukan sambang pantau pelaksanaan vaksin tahap ii sinovac warga padukuhanxe2x80xa6 ,"['bhabinkamtibmas', 'kalurahan', 'maguwoharjo', 'melakukan', 'sambang', 'pantau', 'pelaksanaan', 'vaksin', 'tahap', 'ii', 'sinovac', 'warga', 'padukuhanxe2x80xa6']",['bhabinkamtibmas kalurahan maguwoharjo melakukan sambang pantau pelaksanaan vaksin tahap ii sinovac warga padukuhanxe2x80xa6'],"['bhabinkamtibmas', 'kalurahan', 'maguwoharjo', 'melakukan', 'sambang', 'pantau', 'pelaksanaan', 'vaksin', 'tahap', 'ii', 'sinovac', 'warga', 'padukuhanxe2x80xa6']"
4564,2021-10-05 8:43:27,1445308643298009096,KPU Penajam Paser Utara,   vaksinasi covid19 dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpuxe2x80xa6,   vaksinasi covid19 dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpuxe2x80xa6,"['vaksinasi', 'covid19', 'dosis', 'kedua', 'kembali', 'dilaksanakan', 'bagi', 'keluarga', 'pegawai', 'di', 'lingkungan', 'sekretariat', 'jenderal', 'kpuxe2x80xa6']",['   vaksinasi covid19 dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpuxe2x80xa6'],"['vaksinasi', 'covid19', 'dosis', 'kedua', 'kembali', 'dilaksanakan', 'bagi', 'keluarga', 'pegawai', 'di', 'lingkungan', 'sekretariat', 'jenderal', 'kpuxe2x80xa6']"
4565,2021-10-05 8:43:18,1445308603854778377,Guntur,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4566,2021-10-05 8:41:10,1445308068774875138,Yusuf Gunawan,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4567,2021-10-05 8:39:37,1445307675911229442,Bun (Dark),  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4568,2021-10-05 8:38:16,1445307336659144705,Bang Dul,   besan sudah 4 bln ini belum pulih kipi sinovac,   besan sudah 4 bln ini belum pulih kipi sinovac,"['besan', 'sudah', '4', 'bln', 'ini', 'belum', 'pulih', 'kipi', 'sinovac']",['   besan sudah 4 bln ini belum pulih kipi sinovac'],"['besan', 'sudah', '4', 'bln', 'ini', 'belum', 'pulih', 'kipi', 'sinovac']"
4569,2021-10-05 8:38:12,1445307319986704386,Wong Embongan.,  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6,  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6,"['bagi', 'yang', 'belum', 'vaksinasi', 'monggo', 'rsud', 'kanjuruhan', 'kab', 'malang', 'ada', 'program', 'vaksinasi', 'covid', '19', 'dengan', 'jenis', 'vaksin', 'sinovacxe2x80xa6']",['  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6'],"['bagi', 'yang', 'belum', 'vaksinasi', 'monggo', 'rsud', 'kanjuruhan', 'kab', 'malang', 'ada', 'program', 'vaksinasi', 'covid', '19', 'dengan', 'jenis', 'vaksin', 'sinovacxe2x80xa6']"
4570,2021-10-05 8:31:55,1445305741061943296,💞🇲🇨F꙯A꙯🇲🇨💞,pelaksanaan vaksinasi yg dilakukan terbagi 7 bagian yg berasal dari puskesmas dinas kesehatan kota ambon dan tim daxe2x80xa6 ,pelaksanaan vaksinasi yg dilakukan terbagi 7 bagian yg berasal dari puskesmas dinas kesehatan kota ambon dan tim daxe2x80xa6 ,"['pelaksanaan', 'vaksinasi', 'yg', 'dilakukan', 'terbagi', '7', 'bagian', 'yg', 'berasal', 'dari', 'puskesmas', 'dinas', 'kesehatan', 'kota', 'ambon', 'dan', 'tim', 'daxe2x80xa6']",['pelaksanaan vaksinasi yg dilakukan terbagi 7 bagian yg berasal dari puskesmas dinas kesehatan kota ambon dan tim daxe2x80xa6'],"['pelaksanaan', 'vaksinasi', 'yg', 'dilakukan', 'terbagi', '7', 'bagian', 'yg', 'berasal', 'dari', 'puskesmas', 'dinas', 'kesehatan', 'kota', 'ambon', 'dan', 'tim', 'daxe2x80xa6']"
4571,2021-10-05 8:30:54,1445305484534112265,Humas Polsek Baturiti,ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6 ,ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6 ,"['ayo', 'hadiri', 'gerai', 'vaksin', 'tni', 'polri', 'yang', 'akan', 'dilaksanakan', 'pada', 'hari', 'rabu', 'tanggal', '06', 'oktober', '2021', 'jam', '0900', '12xe2x80xa6']",['ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6'],"['ayo', 'hadiri', 'gerai', 'vaksin', 'tni', 'polri', 'yang', 'akan', 'dilaksanakan', 'pada', 'hari', 'rabu', 'tanggal', '06', 'oktober', '2021', 'jam', '0900', '12xe2x80xa6']"
4572,2021-10-05 8:29:06,1445305031582834689,Né,  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6,  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6,"['bagi', 'yang', 'belum', 'vaksinasi', 'monggo', 'rsud', 'kanjuruhan', 'kab', 'malang', 'ada', 'program', 'vaksinasi', 'covid', '19', 'dengan', 'jenis', 'vaksin', 'sinovacxe2x80xa6']",['  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6'],"['bagi', 'yang', 'belum', 'vaksinasi', 'monggo', 'rsud', 'kanjuruhan', 'kab', 'malang', 'ada', 'program', 'vaksinasi', 'covid', '19', 'dengan', 'jenis', 'vaksin', 'sinovacxe2x80xa6']"
4573,2021-10-05 8:29:04,1445305023886331905,Dee,  min  yg butuh vaksin dosis 1amp2 astra amp sinovac skrg langsung ke ,  min  yg butuh vaksin dosis 1amp2 astra amp sinovac skrg langsung ke ,"['min', 'yg', 'butuh', 'vaksin', 'dosis', '1amp2', 'astra', 'amp', 'sinovac', 'skrg', 'langsung', 'ke']",['  min  yg butuh vaksin dosis 1amp2 astra amp sinovac skrg langsung ke'],"['min', 'yg', 'butuh', 'vaksin', 'dosis', '1amp2', 'astra', 'amp', 'sinovac', 'skrg', 'langsung', 'ke']"
4574,2021-10-05 8:26:07,1445304279728754690,cek #vaksinmalang,  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6,  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6,"['bagi', 'yang', 'belum', 'vaksinasi', 'monggo', 'rsud', 'kanjuruhan', 'kab', 'malang', 'ada', 'program', 'vaksinasi', 'covid', '19', 'dengan', 'jenis', 'vaksin', 'sinovacxe2x80xa6']",['  bagi yang belum vaksinasi monggo rsud kanjuruhan kab malang ada program vaksinasi covid 19 dengan jenis vaksin sinovacxe2x80xa6'],"['bagi', 'yang', 'belum', 'vaksinasi', 'monggo', 'rsud', 'kanjuruhan', 'kab', 'malang', 'ada', 'program', 'vaksinasi', 'covid', '19', 'dengan', 'jenis', 'vaksin', 'sinovacxe2x80xa6']"
4575,2021-10-05 8:24:37,1445303901591257097,DISKOMINFOSANTIK KABUPATEN BEKASI,untuk vaksinasi tahap kesatu dan dua vaksin jenis sinovac dari 70 orang hanya diikuti sedikitnya 60 orang dikarenaxe2x80xa6 ,untuk vaksinasi tahap kesatu dan dua vaksin jenis sinovac dari 70 orang hanya diikuti sedikitnya 60 orang dikarenaxe2x80xa6 ,"['untuk', 'vaksinasi', 'tahap', 'kesatu', 'dan', 'dua', 'vaksin', 'jenis', 'sinovac', 'dari', '70', 'orang', 'hanya', 'diikuti', 'sedikitnya', '60', 'orang', 'dikarenaxe2x80xa6']",['untuk vaksinasi tahap kesatu dan dua vaksin jenis sinovac dari 70 orang hanya diikuti sedikitnya 60 orang dikarenaxe2x80xa6'],"['untuk', 'vaksinasi', 'tahap', 'kesatu', 'dan', 'dua', 'vaksin', 'jenis', 'sinovac', 'dari', '70', 'orang', 'hanya', 'diikuti', 'sedikitnya', '60', 'orang', 'dikarenaxe2x80xa6']"
4576,2021-10-05 8:24:36,1445303899460493312,DISKOMINFOSANTIK KABUPATEN BEKASI,sekitar 396 orang mengikuti vaksin pfizer tahap dua dan 60 orang mengikuti vaksin sinovac tahap peama di gedung sxe2x80xa6 ,sekitar 396 orang mengikuti vaksin pfizer tahap dua dan 60 orang mengikuti vaksin sinovac tahap peama di gedung sxe2x80xa6 ,"['sekitar', '396', 'orang', 'mengikuti', 'vaksin', 'pfizer', 'tahap', 'dua', 'dan', '60', 'orang', 'mengikuti', 'vaksin', 'sinovac', 'tahap', 'peama', 'di', 'gedung', 'sxe2x80xa6']",['sekitar 396 orang mengikuti vaksin pfizer tahap dua dan 60 orang mengikuti vaksin sinovac tahap peama di gedung sxe2x80xa6'],"['sekitar', '396', 'orang', 'mengikuti', 'vaksin', 'pfizer', 'tahap', 'dua', 'dan', '60', 'orang', 'mengikuti', 'vaksin', 'sinovac', 'tahap', 'peama', 'di', 'gedung', 'sxe2x80xa6']"
4577,2021-10-05 8:24:36,1445303896377724930,DISKOMINFOSANTIK KABUPATEN BEKASI,456 warga mengikuti vaksin pfizer dan sinovac di puskesmas wanasari ,456 warga mengikuti vaksin pfizer dan sinovac di puskesmas wanasari ,"['456', 'warga', 'mengikuti', 'vaksin', 'pfizer', 'dan', 'sinovac', 'di', 'puskesmas', 'wanasari']",['456 warga mengikuti vaksin pfizer dan sinovac di puskesmas wanasari'],"['456', 'warga', 'mengikuti', 'vaksin', 'pfizer', 'dan', 'sinovac', 'di', 'puskesmas', 'wanasari']"
4578,2021-10-05 8:23:49,1445303701761978377,Wong Embongan.,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4579,2021-10-05 8:23:27,1445303607889305600,Merry Febiola,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4580,2021-10-05 8:21:59,1445303241638486017,Lupin,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4581,2021-10-05 8:21:09,1445303031164137476,cek #vaksinmalang,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']",['  yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa     httpsxe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'httpsxe2x80xa6']"
4582,2021-10-05 8:20:10,1445302781854687239,Jawa Pos,penelitian booster vaksin pfizer terbukti lebih manjur dari sinovac ,penelitian booster vaksin pfizer terbukti lebih manjur dari sinovac ,"['penelitian', 'booster', 'vaksin', 'pfizer', 'terbukti', 'lebih', 'manjur', 'dari', 'sinovac']",['penelitian booster vaksin pfizer terbukti lebih manjur dari sinovac'],"['penelitian', 'booster', 'vaksin', 'pfizer', 'terbukti', 'lebih', 'manjur', 'dari', 'sinovac']"
4583,2021-10-05 8:13:27,1445301092850438144,Polsek_Seltim,ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6 ,ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6 ,"['ayo', 'hadiri', 'gerai', 'vaksin', 'tni', 'polri', 'yang', 'akan', 'dilaksanakan', 'pada', 'hari', 'rabu', 'tanggal', '06', 'oktober', '2021', 'jam', '0900', '12xe2x80xa6']",['ayo hadiri gerai vaksin tni  polri yang akan dilaksanakan pada hari rabu tanggal 06 oktober 2021 jam 0900  12xe2x80xa6'],"['ayo', 'hadiri', 'gerai', 'vaksin', 'tni', 'polri', 'yang', 'akan', 'dilaksanakan', 'pada', 'hari', 'rabu', 'tanggal', '06', 'oktober', '2021', 'jam', '0900', '12xe2x80xa6']"
4584,2021-10-05 8:10:21,1445300313167073284,levitating,  dah kenapa yang dapat sinovac nak sentap tak masuk dalam result kajian o   o tu kat uk uk guna pfizer dan axe2x80xa6,  dah kenapa yang dapat sinovac nak sentap tak masuk dalam result kajian o   o tu kat uk uk guna pfizer dan axe2x80xa6,"['dah', 'kenapa', 'yang', 'dapat', 'sinovac', 'nak', 'sentap', 'tak', 'masuk', 'dalam', 'result', 'kajian', 'o', 'o', 'tu', 'kat', 'uk', 'uk', 'guna', 'pfizer', 'dan', 'axe2x80xa6']",['  dah kenapa yang dapat sinovac nak sentap tak masuk dalam result kajian o   o tu kat uk uk guna pfizer dan axe2x80xa6'],"['dah', 'kenapa', 'yang', 'dapat', 'sinovac', 'nak', 'sentap', 'tak', 'masuk', 'dalam', 'result', 'kajian', 'o', 'o', 'tu', 'kat', 'uk', 'uk', 'guna', 'pfizer', 'dan', 'axe2x80xa6']"
4585,2021-10-05 8:08:12,1445299769711022081,Sifa,b kalo dari ketersediaan biofarma bs produksi krn udah beli biang vaksin sm coldchain yg gak terlaluxe2x80xa6 ,b kalo dari ketersediaan biofarma bs produksi krn udah beli biang vaksin sm coldchain yg gak terlaluxe2x80xa6 ,"['b', 'kalo', 'dari', 'ketersediaan', 'biofarma', 'bs', 'produksi', 'krn', 'udah', 'beli', 'biang', 'vaksin', 'sm', 'coldchain', 'yg', 'gak', 'terlaluxe2x80xa6']",['b kalo dari ketersediaan biofarma bs produksi krn udah beli biang vaksin sm coldchain yg gak terlaluxe2x80xa6'],"['b', 'kalo', 'dari', 'ketersediaan', 'biofarma', 'b', 'produksi', 'krn', 'udah', 'beli', 'biang', 'vaksin', 'sm', 'coldchain', 'yg', 'gak', 'terlaluxe2x80xa6']"
4586,2021-10-05 8:06:48,1445299419197304832,Nadita Yuliandini,pfizer apa sinovac ko liat singapore w jd bingung lagi,pfizer apa sinovac ko liat singapore w jd bingung lagi,"['pfizer', 'apa', 'sinovac', 'ko', 'liat', 'singapore', 'w', 'jd', 'bingung', 'lagi']",['pfizer apa sinovac ko liat singapore w jd bingung lagi'],"['pfizer', 'apa', 'sinovac', 'ko', 'liat', 'singapore', 'w', 'jd', 'bingung', 'lagi']"
4587,2021-10-05 8:05:57,1445299206772572164,teddy rry,yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa xe2x80xa6 ,yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa xe2x80xa6 ,"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'xe2x80xa6']",['yang mau vaksin astra or sinovac dosis 1 n 2 bisa langsung tancap gas ke preston yaaaa xe2x80xa6'],"['yang', 'mau', 'vaksin', 'astra', 'or', 'sinovac', 'dosis', '1', 'n', '2', 'bisa', 'langsung', 'tancap', 'gas', 'ke', 'preston', 'yaaaa', 'xe2x80xa6']"
